,link,parsed_lists
14,https://fi.linkedin.com/jobs/view/senior-data-engineer-at-iceye-3729474570?refId=gnL8U6r5Ztf3Lq4wyee3Cg%3D%3D&trackingId=ysNV9FRkeJE268OIMZisyQ%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card,"A job that matters in a dynamic New Space environment with a scale-up approach
An independent role with a supportive and diverse work environment
Occupational healthcare, occupational and private insurance
A yearly benefit budget to spend as you wish (i.e. on sport, transport, wellness, lunch, etc.)
Relocation support (i.e. flight tickets, accommodation, relocation buddy program)
Time for self-development, research, training, conferences, or certification schemes
Inspiring and collaborating offices and silent workspaces enabling you to focus
Regular internal events for employees (e.g. sports events, team-building events, parties, etc.)
A wide variety of best coffee, tea, snacks, and sweets to accompany your daily space mission"
15,https://fi.linkedin.com/jobs/view/data-engineer-at-nigel-frank-international-3723028290?refId=gnL8U6r5Ztf3Lq4wyee3Cg%3D%3D&trackingId=e6X6YYig1IBxN4nNOD9g5A%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card," Fluency in Finnish Language.
 At least 2 years of experience in Data Engineering.
 Proficiency in data processing languages: SQL, Python or Scala.
 Experience with Modern Data Warehousing, Big data, Lakehouse architecture.
 Experience with Microsoft cloud technologies (Azure, Data Factory, SQL Data Warehouse, Synapse Analytics, Stream Analytics, Event Hubs, Data Lake Storage, Databricks).
 Certificate in Microsoft Data Engineering: DP-203 is highly beneficial.
 Strong problem-solving skills and attention to detail."
15,https://fi.linkedin.com/jobs/view/data-engineer-at-nigel-frank-international-3723028290?refId=gnL8U6r5Ztf3Lq4wyee3Cg%3D%3D&trackingId=e6X6YYig1IBxN4nNOD9g5A%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card," Exciting Projects: Join a team that tackles challenging and impactful projects using the latest technologies in the Microsoft ecosystem.
 Professional Growth: We value continuous learning and offer opportunities for skill development, certifications, and career advancement.
 Collaborative Environment: Work alongside a talented and diverse team of professionals who share your passion for innovation and excellence.
 Microsoft Gold Partner Status: Be part of a company recognized by Microsoft for its outstanding expertise in cloud technologies.
 Flexible remote work and flexible working hours.
 Earning potential of up to 5,000EUR/pm + a range of benefits."
16,https://fi.linkedin.com/jobs/view/senior-data-engineer-at-iceye-3653970040?refId=gnL8U6r5Ztf3Lq4wyee3Cg%3D%3D&trackingId=qhB%2BXUWqZ2q7cM6XYLkc1A%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card,"Design and develop highly scalable and resilient services and data pipelines for data ingestion, processing, and serving using modern technologies. 
Help to design, build and maintain infrastructure and tooling to enable the development and deployment of machine learning models at ICEYE. 
Improve the data quality and reliability of the pipelines through proper monitoring and failure detection. 
Drive process discovery and resolution of technical blockers; generate ideas and identify /solve problems. 
Comfortably collaborate with crossfunctional partners and lead technical initiatives end to end.
Produce simple, high-quality clean code using frameworks, services, and reusable assets where possible and help analysts and scientists in Analytics to write better code through coaching and mentoring."
16,https://fi.linkedin.com/jobs/view/senior-data-engineer-at-iceye-3653970040?refId=gnL8U6r5Ztf3Lq4wyee3Cg%3D%3D&trackingId=qhB%2BXUWqZ2q7cM6XYLkc1A%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card,"You have at least 5 years of software/data engineering professional experience, including contributions to making infrastructure decisions. 
You are skilled at crafting and building robust distributed microservices with tools like Docker, Kubernetes, AWS ECS/EKS etc. 
You are proficient in object-oriented and/or functional programming languages, Python being our main language 
You are an expert in SQL and have a good understanding of relational databases. 
You are proficient in infrastructure-as-code (Terraform). 
You have experience working with ML engineers to build tooling and automation to support the entire ML engineering lifecycle, from experimentation to production operations. Experience with KubeFlow, AWS Sagemaker, and Airflow would be great. We use Argo Workflows, AWS Batch, and Valohai for our workflows, so knowledge of those would help you a lot. 
We work with huge amounts of geospatial data, so having experience with those is a huge plus. 
You are able to effectively collaborate with cross-functional partners and explain sophisticated technical concepts to non-technical stakeholders. 
You are comfortable finding your own way and living well in the continuous stream of change that is inevitable in a start-up that is beginning to scale.
You put Agile values into practice every day. 
You have a strong dedication to code quality, automation, and operational excellence: CI/CD pipelines and unit/integration tests. "
16,https://fi.linkedin.com/jobs/view/senior-data-engineer-at-iceye-3653970040?refId=gnL8U6r5Ztf3Lq4wyee3Cg%3D%3D&trackingId=qhB%2BXUWqZ2q7cM6XYLkc1A%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card,"A job that matters in a dynamic New Space environment with a scale-up approach
An independent role with a supportive and diverse work environment
Occupational healthcare, occupational and private insurance
A yearly benefit budget to spend as you wish (i.e. on sport, transport, wellness, lunch, etc.)
Relocation support (i.e. flight tickets, accommodation, relocation assistance) is Optional if the job requires it
Time for self-development, research, training, conferences, or certification schemes, including access to a company-paid language course.
Inspiring and collaborating offices and silent workspaces enable you to focus.
A wide variety of the best coffee, tea, snacks, and sweets to accompany your daily space mission"
17,https://fi.linkedin.com/jobs/view/data-engineer-at-nigel-frank-international-3713068488?refId=gnL8U6r5Ztf3Lq4wyee3Cg%3D%3D&trackingId=bsdghaGkqTrTrxD%2FRkn%2Flg%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card," 5-2+ previous years of experience working as a Data Engineer
 Real-timeline streaming experience E.g with Python and Azure Databricks / Azure Event Hub / Azure IoT Hub or kafka / python / AWS
 Fluency in Finnish"
17,https://fi.linkedin.com/jobs/view/data-engineer-at-nigel-frank-international-3713068488?refId=gnL8U6r5Ztf3Lq4wyee3Cg%3D%3D&trackingId=bsdghaGkqTrTrxD%2FRkn%2Flg%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card," Competitive salary ranging from 4500-5200€/pm with bonus on top!
 The employees in the business are valued a lot, they are a business that believes data is everything.
 They are a customer-focused company.
 They are now 90% in an Azure environment and are looking to become totally Azure focused soon. They have an unreal Tech stack and are working very closely with Microsoft
 Microsoft free courses will be provided by the company
 Loads of flexibility, great/fun team, and typically attractive for consultants to move into internal product development which is based on Data & AI."
18,https://fi.linkedin.com/jobs/view/software-engineer-at-iceye-3688395927?refId=gnL8U6r5Ztf3Lq4wyee3Cg%3D%3D&trackingId=sbFVSzsS01ocEe1L0NElew%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card,"Be the lead developer for the application layer components of our satellites
Produce clean, robust and understandable code
Collaborate with other team members to design and define the application architecture for our satellites
Collaborate with other team members to ensure our development and testing environment produces high quality Flight Software products
Mentor the other members of the team"
18,https://fi.linkedin.com/jobs/view/software-engineer-at-iceye-3688395927?refId=gnL8U6r5Ztf3Lq4wyee3Cg%3D%3D&trackingId=sbFVSzsS01ocEe1L0NElew%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card,"You are an experienced professional with 5+ years in software development
You are a great C++ and Python developer, familiar with the latest features
You have experience with embedded Linux
You are self-driven and autonomous, but also a great team player
You have experience in E2E system development
You have been working with communication protocols and messaging systems used in distributed systems
You have experience developing software for constrained environments such as IoT, robotics, and/or automotive
You are well versed in event-driven architectures, asynchronous techniques, concurrency, communication protocols, and constrained environments"
18,https://fi.linkedin.com/jobs/view/software-engineer-at-iceye-3688395927?refId=gnL8U6r5Ztf3Lq4wyee3Cg%3D%3D&trackingId=sbFVSzsS01ocEe1L0NElew%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card,"Technical degree (computer science, engineering, mathematics)
Experience in working in a lead developer role"
18,https://fi.linkedin.com/jobs/view/software-engineer-at-iceye-3688395927?refId=gnL8U6r5Ztf3Lq4wyee3Cg%3D%3D&trackingId=sbFVSzsS01ocEe1L0NElew%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card,"A job that matters in a dynamic New Space environment with a scale-up approach
An independent role with a supportive and diverse work environment
Occupational healthcare, occupational and private insurance
A yearly benefit budget to spend as you wish (i.e. on sport, transport, bike benefit, wellness, lunch, etc.)
Phone subscription with iPhone of choice 
Relocation support (i.e. flight tickets, accommodation, relocation agency support)
Time for self-development, research, training, conferences, or certification schemes
Finnish & English lessons 
Inspiring and collaborating offices and silent workspaces enable you to focus
A wide variety of the best coffee, tea, snacks, and sweets to accompany your daily space mission"
19,https://fi.linkedin.com/jobs/view/software-engineer-at-iceye-3732456620?refId=gnL8U6r5Ztf3Lq4wyee3Cg%3D%3D&trackingId=p71VmL9yG9T0PDCSi7C9yQ%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card,"Be the lead developer for the application layer components of our satellites
Produce clean, robust and understandable code
Collaborate with other team members to design and define the application architecture for our satellites
Collaborate with other team members to ensure our development and testing environment produces high quality Flight Software products
Mentor the other members of the team"
19,https://fi.linkedin.com/jobs/view/software-engineer-at-iceye-3732456620?refId=gnL8U6r5Ztf3Lq4wyee3Cg%3D%3D&trackingId=p71VmL9yG9T0PDCSi7C9yQ%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card,"You are an experienced professional with 5+ years in software development
You are a great C++ and Python developer, familiar with the latest features
You have experience with embedded Linux
You are self-driven and autonomous, but also a great team player
You have experience in E2E system development
You have been working with communication protocols and messaging systems used in distributed systems
You have experience developing software for constrained environments such as IoT, robotics, and/or automotive
You are well versed in event-driven architectures, asynchronous techniques, concurrency, communication protocols, and constrained environments"
19,https://fi.linkedin.com/jobs/view/software-engineer-at-iceye-3732456620?refId=gnL8U6r5Ztf3Lq4wyee3Cg%3D%3D&trackingId=p71VmL9yG9T0PDCSi7C9yQ%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card,"Technical degree (computer science, engineering, mathematics)
Experience in working in a lead developer role"
19,https://fi.linkedin.com/jobs/view/software-engineer-at-iceye-3732456620?refId=gnL8U6r5Ztf3Lq4wyee3Cg%3D%3D&trackingId=p71VmL9yG9T0PDCSi7C9yQ%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card,"A job that matters in a dynamic New Space environment with a scale-up approach
An independent role with a supportive and diverse work environment
Occupational healthcare, occupational and private insurance
A yearly benefit budget to spend as you wish (i.e. on sport, transport, bike benefit, wellness, lunch, etc.)
Phone subscription with iPhone of choice
Relocation support (i.e. flight tickets, accommodation, relocation agency support)
Time for self-development, research, training, conferences, or certification schemes
Finnish & English lessons
Inspiring and collaborating offices and silent workspaces enable you to focus
A wide variety of the best coffee, tea, snacks, and sweets to accompany your daily space mission"
20,https://fi.linkedin.com/jobs/view/data-engineer-quva-oy-at-helmihunter-3719128237?refId=gnL8U6r5Ztf3Lq4wyee3Cg%3D%3D&trackingId=RIOr064tS4vFpchWGuyxAg%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card,"Pilvi: Kubernetes, Helm, Docker, Google Cloud, Azure 
Backend: Python, Golang, Rust 
Front: Typescript, React, Redux, CSS, HTML 
Muut: PostgresSQL, Elasticsearch, Kafka "
